Value,Unit,source,category,type,tech,table,code,codetype,fuel,tech2,ef,unit,reference,pol,region,other,activity,unit_activity,date_activity,emissions
9.7,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0097,g/GJ,"US EPA (1998), chapter 1.7",Ni,HERE,"",499.637598732185,GJ,2020-09-01,4.8464847077022
9.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0091,g/GJ,"US EPA (1998), chapter 1.7",Cr,HERE,"",499.637598732185,GJ,2020-09-01,4.54670214846289
2.9,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0029,g/GJ,"US EPA (1998), chapter 1.7",Hg,HERE,"",499.637598732185,GJ,2020-09-01,1.44894903632334
1.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0018,g/GJ,"US EPA (1998), chapter 1.7",Cd,HERE,"",499.637598732185,GJ,2020-09-01,0.899347677717934
15,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.015,g/GJ,"US EPA (1998), chapter 1.7",Pb,HERE,"",499.637598732185,GJ,2020-09-01,7.49456398098278
7.9,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",7.9,g/GJ,"US EPA (1998), chapter 1.7",PM10,HERE,"",499.637598732185,GJ,2020-09-01,3947.13702998426
8.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0088,g/GJ,EMEP/EEA Guidebook (2006),Zn,HERE,"",499.637598732185,GJ,2020-09-01,4.39681086884323
1680,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1680,g/GJ,See note in Guidebook chapter,SOx,HERE,"",499.637598732185,GJ,2020-09-01,839391.165870072
1.4,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.4,g/GJ,"US EPA (1998), chapter 1.7",NMVOC,HERE,"",499.637598732185,GJ,2020-09-01,699.492638225059
8.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",8.7,g/GJ,"US EPA (1998), chapter 1.7",CO,HERE,"",499.637598732185,GJ,2020-09-01,4346.84710897001
247,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",247,g/GJ,"US EPA (1998), chapter 1.7",NOx,HERE,"",499.637598732185,GJ,2020-09-01,123410.48688685
6.7,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",6.7e-06,g/GJ,"Grochowalski & Konieczyński, 2008",HCB,HERE,"",499.637598732185,GJ,2020-09-01,0.00334757191150564
29,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.9e-05,g/GJ,"Wenborn et al., 1999",Benzo(k)fluoranthene,HERE,"",499.637598732185,GJ,2020-09-01,0.0144894903632334
37,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.7e-05,g/GJ,"Wenborn et al., 1999",Benzo(b)fluoranthene,HERE,"",499.637598732185,GJ,2020-09-01,0.0184865911530909
3.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.2,g/GJ,"US EPA (1998), chapter 1.7",PM2.5,HERE,"",499.637598732185,GJ,2020-09-01,1598.84031594299
14.3,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0143,g/GJ,"US EPA (1998), chapter 1.7",As,HERE,"",499.637598732185,GJ,2020-09-01,7.14481766187025
0.27,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.00027,g/GJ,Expert judgement derived from Guidebook (2006),Cu,HERE,"",499.637598732185,GJ,2020-09-01,0.13490215165769
1,% of PM2.5,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1,% of PM2.5,Kupiainen and Klimont (2007),BC,HERE,"",535.306110176957,GJ,2020-10-01,17.1297955256626
2.1,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.1e-06,g/GJ,"US EPA (1998), chapter 1.7","Indeno(1,2,3-cd)pyrene",HERE,"",535.306110176957,GJ,2020-10-01,0.00112414283137161
1.3,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.3e-06,g/GJ,"US EPA (1998), chapter 1.7",Benzo(a)pyrene,HERE,"",535.306110176957,GJ,2020-10-01,0.000695897943230044
45,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.045,g/GJ,"US EPA (1998), chapter 1.7",Se,HERE,"",535.306110176957,GJ,2020-10-01,24.0887749579631
10,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1e-08,g/GJ,UNEP (2005); Coal fired power boilers,PCDD/F,HERE,"",535.306110176957,GJ,2020-10-01,5.35306110176957e-06
1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.001,g/GJ,EMEP/EEA Guidebook (2006),Cu,HERE,"",535.306110176957,GJ,2020-10-01,0.535306110176957
3.3,ng WHO-TEG/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.3,g/GJ,"Grochowalski & Konieczyński, 2008",PCB,HERE,"",535.306110176957,GJ,2020-10-01,1766.51016358396
11.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",11.7,g/GJ,"US EPA (1998), chapter 1.7",TSP,HERE,"",535.306110176957,GJ,2020-10-01,6263.0814890704
9.7,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0097,g/GJ,"US EPA (1998), chapter 1.7",Ni,HERE,"",535.306110176957,GJ,2020-10-01,5.19246926871648
9.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0091,g/GJ,"US EPA (1998), chapter 1.7",Cr,HERE,"",535.306110176957,GJ,2020-10-01,4.87128560261031
2.9,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0029,g/GJ,"US EPA (1998), chapter 1.7",Hg,HERE,"",535.306110176957,GJ,2020-10-01,1.55238771951317
1.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0018,g/GJ,"US EPA (1998), chapter 1.7",Cd,HERE,"",535.306110176957,GJ,2020-10-01,0.963550998318522
15,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.015,g/GJ,"US EPA (1998), chapter 1.7",Pb,HERE,"",535.306110176957,GJ,2020-10-01,8.02959165265435
7.9,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",7.9,g/GJ,"US EPA (1998), chapter 1.7",PM10,HERE,"",535.306110176957,GJ,2020-10-01,4228.91827039796
8.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0088,g/GJ,EMEP/EEA Guidebook (2006),Zn,HERE,"",535.306110176957,GJ,2020-10-01,4.71069376955722
1680,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1680,g/GJ,See note in Guidebook chapter,SOx,HERE,"",535.306110176957,GJ,2020-10-01,899314.265097288
1.4,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.4,g/GJ,"US EPA (1998), chapter 1.7",NMVOC,HERE,"",535.306110176957,GJ,2020-10-01,749.42855424774
8.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",8.7,g/GJ,"US EPA (1998), chapter 1.7",CO,HERE,"",535.306110176957,GJ,2020-10-01,4657.16315853952
247,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",247,g/GJ,"US EPA (1998), chapter 1.7",NOx,HERE,"",535.306110176957,GJ,2020-10-01,132220.609213708
6.7,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",6.7e-06,g/GJ,"Grochowalski & Konieczyński, 2008",HCB,HERE,"",535.306110176957,GJ,2020-10-01,0.00358655093818561
29,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.9e-05,g/GJ,"Wenborn et al., 1999",Benzo(k)fluoranthene,HERE,"",535.306110176957,GJ,2020-10-01,0.0155238771951318
37,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.7e-05,g/GJ,"Wenborn et al., 1999",Benzo(b)fluoranthene,HERE,"",535.306110176957,GJ,2020-10-01,0.0198063260765474
3.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.2,g/GJ,"US EPA (1998), chapter 1.7",PM2.5,HERE,"",535.306110176957,GJ,2020-10-01,1712.97955256626
14.3,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0143,g/GJ,"US EPA (1998), chapter 1.7",As,HERE,"",535.306110176957,GJ,2020-10-01,7.65487737553048
0.27,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.00027,g/GJ,Expert judgement derived from Guidebook (2006),Cu,HERE,"",535.306110176957,GJ,2020-10-01,0.144532649747778
1,% of PM2.5,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1,% of PM2.5,Kupiainen and Klimont (2007),BC,HERE,"",666.942283965001,GJ,2020-11-01,21.34215308688
2.1,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.1e-06,g/GJ,"US EPA (1998), chapter 1.7","Indeno(1,2,3-cd)pyrene",HERE,"",666.942283965001,GJ,2020-11-01,0.0014005787963265
1.3,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.3e-06,g/GJ,"US EPA (1998), chapter 1.7",Benzo(a)pyrene,HERE,"",666.942283965001,GJ,2020-11-01,0.000867024969154501
45,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.045,g/GJ,"US EPA (1998), chapter 1.7",Se,HERE,"",666.942283965001,GJ,2020-11-01,30.012402778425
10,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1e-08,g/GJ,UNEP (2005); Coal fired power boilers,PCDD/F,HERE,"",666.942283965001,GJ,2020-11-01,6.66942283965001e-06
1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.001,g/GJ,EMEP/EEA Guidebook (2006),Cu,HERE,"",666.942283965001,GJ,2020-11-01,0.666942283965001
3.3,ng WHO-TEG/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.3,g/GJ,"Grochowalski & Konieczyński, 2008",PCB,HERE,"",666.942283965001,GJ,2020-11-01,2200.9095370845
11.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",11.7,g/GJ,"US EPA (1998), chapter 1.7",TSP,HERE,"",666.942283965001,GJ,2020-11-01,7803.22472239051
9.7,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0097,g/GJ,"US EPA (1998), chapter 1.7",Ni,HERE,"",666.942283965001,GJ,2020-11-01,6.46934015446051
9.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0091,g/GJ,"US EPA (1998), chapter 1.7",Cr,HERE,"",666.942283965001,GJ,2020-11-01,6.06917478408151
2.9,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0029,g/GJ,"US EPA (1998), chapter 1.7",Hg,HERE,"",666.942283965001,GJ,2020-11-01,1.9341326234985
1.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0018,g/GJ,"US EPA (1998), chapter 1.7",Cd,HERE,"",666.942283965001,GJ,2020-11-01,1.200496111137
15,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.015,g/GJ,"US EPA (1998), chapter 1.7",Pb,HERE,"",666.942283965001,GJ,2020-11-01,10.004134259475
7.9,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",7.9,g/GJ,"US EPA (1998), chapter 1.7",PM10,HERE,"",666.942283965001,GJ,2020-11-01,5268.8440433235
8.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0088,g/GJ,EMEP/EEA Guidebook (2006),Zn,HERE,"",666.942283965001,GJ,2020-11-01,5.86909209889201
1680,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1680,g/GJ,See note in Guidebook chapter,SOx,HERE,"",666.942283965001,GJ,2020-11-01,1120463.0370612
1.4,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.4,g/GJ,"US EPA (1998), chapter 1.7",NMVOC,HERE,"",666.942283965001,GJ,2020-11-01,933.719197551001
8.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",8.7,g/GJ,"US EPA (1998), chapter 1.7",CO,HERE,"",666.942283965001,GJ,2020-11-01,5802.3978704955
247,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",247,g/GJ,"US EPA (1998), chapter 1.7",NOx,HERE,"",666.942283965001,GJ,2020-11-01,164734.744139355
6.7,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",6.7e-06,g/GJ,"Grochowalski & Konieczyński, 2008",HCB,HERE,"",666.942283965001,GJ,2020-11-01,0.0044685133025655
29,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.9e-05,g/GJ,"Wenborn et al., 1999",Benzo(k)fluoranthene,HERE,"",666.942283965001,GJ,2020-11-01,0.019341326234985
37,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.7e-05,g/GJ,"Wenborn et al., 1999",Benzo(b)fluoranthene,HERE,"",666.942283965001,GJ,2020-11-01,0.024676864506705
3.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.2,g/GJ,"US EPA (1998), chapter 1.7",PM2.5,HERE,"",666.942283965001,GJ,2020-11-01,2134.215308688
14.3,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0143,g/GJ,"US EPA (1998), chapter 1.7",As,HERE,"",666.942283965001,GJ,2020-11-01,9.53727466069951
0.27,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.00027,g/GJ,Expert judgement derived from Guidebook (2006),Cu,HERE,"",666.942283965001,GJ,2020-11-01,0.18007441667055
1,% of PM2.5,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1,% of PM2.5,Kupiainen and Klimont (2007),BC,HERE,"",438.186054408791,GJ,2020-12-01,14.0219537410813
2.1,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.1e-06,g/GJ,"US EPA (1998), chapter 1.7","Indeno(1,2,3-cd)pyrene",HERE,"",438.186054408791,GJ,2020-12-01,0.000920190714258461
1.3,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.3e-06,g/GJ,"US EPA (1998), chapter 1.7",Benzo(a)pyrene,HERE,"",438.186054408791,GJ,2020-12-01,0.000569641870731428
45,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.045,g/GJ,"US EPA (1998), chapter 1.7",Se,HERE,"",438.186054408791,GJ,2020-12-01,19.7183724483956
10,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1e-08,g/GJ,UNEP (2005); Coal fired power boilers,PCDD/F,HERE,"",438.186054408791,GJ,2020-12-01,4.38186054408791e-06
1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.001,g/GJ,EMEP/EEA Guidebook (2006),Cu,HERE,"",438.186054408791,GJ,2020-12-01,0.438186054408791
3.3,ng WHO-TEG/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.3,g/GJ,"Grochowalski & Konieczyński, 2008",PCB,HERE,"",438.186054408791,GJ,2020-12-01,1446.01397954901
11.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",11.7,g/GJ,"US EPA (1998), chapter 1.7",TSP,HERE,"",438.186054408791,GJ,2020-12-01,5126.77683658285
9.7,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0097,g/GJ,"US EPA (1998), chapter 1.7",Ni,HERE,"",438.186054408791,GJ,2020-12-01,4.25040472776527
9.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0091,g/GJ,"US EPA (1998), chapter 1.7",Cr,HERE,"",438.186054408791,GJ,2020-12-01,3.98749309512
2.9,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0029,g/GJ,"US EPA (1998), chapter 1.7",Hg,HERE,"",438.186054408791,GJ,2020-12-01,1.27073955778549
1.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0018,g/GJ,"US EPA (1998), chapter 1.7",Cd,HERE,"",438.186054408791,GJ,2020-12-01,0.788734897935824
15,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.015,g/GJ,"US EPA (1998), chapter 1.7",Pb,HERE,"",438.186054408791,GJ,2020-12-01,6.57279081613186
7.9,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",7.9,g/GJ,"US EPA (1998), chapter 1.7",PM10,HERE,"",438.186054408791,GJ,2020-12-01,3461.66982982945
8.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0088,g/GJ,EMEP/EEA Guidebook (2006),Zn,HERE,"",438.186054408791,GJ,2020-12-01,3.85603727879736
1680,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1680,g/GJ,See note in Guidebook chapter,SOx,HERE,"",438.186054408791,GJ,2020-12-01,736152.571406769
1.4,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.4,g/GJ,"US EPA (1998), chapter 1.7",NMVOC,HERE,"",438.186054408791,GJ,2020-12-01,613.460476172307
8.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",8.7,g/GJ,"US EPA (1998), chapter 1.7",CO,HERE,"",438.186054408791,GJ,2020-12-01,3812.21867335648
247,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",247,g/GJ,"US EPA (1998), chapter 1.7",NOx,HERE,"",438.186054408791,GJ,2020-12-01,108231.955438971
6.7,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",6.7e-06,g/GJ,"Grochowalski & Konieczyński, 2008",HCB,HERE,"",438.186054408791,GJ,2020-12-01,0.0029358465645389
29,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.9e-05,g/GJ,"Wenborn et al., 1999",Benzo(k)fluoranthene,HERE,"",438.186054408791,GJ,2020-12-01,0.0127073955778549
37,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.7e-05,g/GJ,"Wenborn et al., 1999",Benzo(b)fluoranthene,HERE,"",438.186054408791,GJ,2020-12-01,0.0162128840131253
3.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.2,g/GJ,"US EPA (1998), chapter 1.7",PM2.5,HERE,"",438.186054408791,GJ,2020-12-01,1402.19537410813
14.3,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0143,g/GJ,"US EPA (1998), chapter 1.7",As,HERE,"",438.186054408791,GJ,2020-12-01,6.26606057804571
0.27,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.00027,g/GJ,Expert judgement derived from Guidebook (2006),Cu,HERE,"",438.186054408791,GJ,2020-12-01,0.118310234690374
